Transport Name,Customer Name,Shipping Point,Shipment Number,Ship To Address,Truck Plate,Product Name,Logon Number,Driver Name,First Weighing date,Dispatch Date1,Arrival Date And Time,Night Driving,Ring,Region,Customer Type,Quantity,Safety Violation,Dispatch Date,Truck Plate,OTD (IN %)
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613002475,NAVAL CHECKPOINT,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68494515,0,6/6/2020 14:40,6/6/2020 14:40,6/6/2020 18:43,NO,Ring 1,East,Trade,20,VIOLATED,6/6/2020,AGL479XZ,16.89%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613002491,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68495301,0,6/8/2020 13:38,6/8/2020 14:38,6/8/2020 17:46,NO,Ring 1,East,Trade,20,VIOLATED,6/8/2020,AGL479XZ,12.99%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002507,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68538206,0,6/9/2020 15:42,6/9/2020 15:42,6/10/2020 7:35,NO,Ring 1,East,Trade,20,VIOLATED,6/9/2020,AGL479XZ,66.18%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613002519,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68495306,0,6/10/2020 13:12,6/10/2020 13:12,6/10/2020 16:28,NO,Ring 1,East,Trade,20,VIOLATED,6/10/2020,AGL479XZ,13.61%
JOZA GLOBAL LOGISTIC LTD,ARIMAE CEMENT VENTURES,UYO DEPOT,33613002547,13 ENWANG STREET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68545940,0,6/12/2020 15:18,6/12/2020 15:18,6/12/2020 16:34,NO,Ring 1,East,Trade,20,VIOLATED,6/12/2020,AGL479XZ,5.28%
JOZA GLOBAL LOGISTIC LTD,BUILDTEX VENTURES,UYO DEPOT,33613002569,"3 MKPAT ENIN ROAD,IKOT AKPADEN JCTN (UYO)",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68564819,0,6/15/2020 9:49,6/15/2020 9:49,6/15/2020 13:32,NO,Ring 1,East,Trade,20,VIOLATED,6/15/2020,AGL479XZ,15.49%
JOZA GLOBAL LOGISTIC LTD,ARIMAE CEMENT VENTURES,UYO DEPOT,33613002581,13 ENWANG STREET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68562257,0,6/16/2020 10:09,6/16/2020 10:09,6/16/2020 13:21,NO,Ring 1,East,Trade,20,VIOLATED,6/16/2020,AGL479XZ,13.33%
JOZA GLOBAL LOGISTIC LTD,ARIMAE CEMENT VENTURES,UYO DEPOT,33613002600,13 ENWANG STREET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68581848,0,6/17/2020 12:27,6/17/2020 12:27,6/17/2020 16:38,NO,Ring 1,East,Trade,20,VIOLATED,6/17/2020,AGL479XZ,17.43%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002615,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68554759,0,6/18/2020 9:22,6/18/2020 9:22,6/19/2020 12:35,NO,Ring 1,East,Trade,20,VIOLATED,6/18/2020,AGL479XZ,113.40%
JOZA GLOBAL LOGISTIC LTD,ARIMAE CEMENT VENTURES,UYO DEPOT,33613002645,13 ENWANG STREET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68609783,0,6/20/2020 15:05,6/20/2020 15:05,6/22/2020 12:18,NO,Ring 1,East,Trade,20,VIOLATED,6/20/2020,AGL479XZ,188.40%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002683,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68554750,0,6/25/2020 10:26,6/25/2020 10:26,6/25/2020 14:56,NO,Ring 1,East,Trade,20,VIOLATED,6/25/2020,AGL479XZ,18.75%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002692,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68554757,0,6/26/2020 9:20,6/26/2020 9:20,6/27/2020 6:57,NO,Ring 1,East,Trade,20,VIOLATED,6/26/2020,AGL479XZ,90.07%
JOZA GLOBAL LOGISTIC LTD,ARIMAE CEMENT VENTURES,UYO DEPOT,33613002709,13 ENWANG STREET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68655161,0,6/27/2020 13:19,6/27/2020 13:19,6/28/2020 6:40,YES,Ring 1,East,Trade,20,NO VIOLATION,6/27/2020,AGL479XZ,72.31%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613002723,NAVAL CHECKPOINT,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68556784,0,6/29/2020 12:15,6/29/2020 12:15,6/29/2020 16:16,YES,Ring 1,East,Trade,20,NO VIOLATION,6/29/2020,AGL479XZ,16.78%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613002742,NAVAL CHECKPOINT,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68556294,0,6/30/2020 11:24,6/30/2020 11:24,6/30/2020 19:03,YES,Ring 1,East,Trade,20,NO VIOLATION,6/30/2020,AGL479XZ,31.87%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002758,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68662059,0,7/1/2020 17:07,7/1/2020 17:07,7/2/2020 14:39,YES,Ring 1,East,Trade,20,NO VIOLATION,7/1/2020,AGL479XZ,89.78%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002790,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68662062,0,7/4/2020 7:11,7/4/2020 7:11,7/4/2020 10:19,NO,Ring 1,East,Trade,20,VIOLATED,7/4/2020,AGL479XZ,13.06%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002815,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68730582,0,7/6/2020 15:23,7/6/2020 15:23,7/6/2020 18:02,NO,Ring 1,East,Trade,20.1,VIOLATED,7/6/2020,AGL479XZ,11.09%
JOZA GLOBAL LOGISTIC LTD,ARIMAE CEMENT VENTURES,UYO DEPOT,33613002823,13 ENWANG STREET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68720171,0,7/7/2020 12:38,7/7/2020 12:38,7/7/2020 16:12,NO,Ring 1,East,Trade,20.1,VIOLATED,7/7/2020,AGL479XZ,14.90%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002835,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68744952,0,7/8/2020 13:26,7/8/2020 13:26,7/8/2020 18:37,NO,Ring 1,East,Trade,20.1,VIOLATED,7/8/2020,AGL479XZ,21.60%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002860,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68744951,0,7/9/2020 15:44,7/9/2020 15:44,7/10/2020 9:46,NO,Ring 1,East,Trade,20.1,VIOLATED,7/9/2020,AGL479XZ,75.20%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613002892,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68590415,0,7/13/2020 11:33,7/13/2020 11:33,7/14/2020 7:55,NO,Ring 1,East,Trade,20.1,VIOLATED,7/13/2020,AGL479XZ,84.86%
JOZA GLOBAL LOGISTIC LTD,ARIMAE CEMENT VENTURES,UYO DEPOT,33613002901,13 ENWANG STREET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68753066,0,7/14/2020 14:47,7/14/2020 14:47,7/15/2020 8:49,NO,Ring 1,East,Trade,20.1,VIOLATED,7/14/2020,AGL479XZ,75.16%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002916,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68789772,0,7/16/2020 9:30,7/16/2020 9:30,7/16/2020 15:07,NO,Ring 1,East,Trade,20.1,VIOLATED,7/16/2020,AGL479XZ,23.41%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002924,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68793084,0,7/16/2020 12:32,7/16/2020 12:32,7/16/2020 15:07,NO,Ring 1,East,Trade,20.1,VIOLATED,7/16/2020,AGL479XZ,10.77%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613002934,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68760788,0,7/17/2020 12:58,7/17/2020 12:58,7/17/2020 15:05,NO,Ring 1,East,Trade,20.1,VIOLATED,7/17/2020,AGL479XZ,8.86%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002954,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68793087,0,7/21/2020 14:19,7/21/2020 14:19,7/21/2020 17:20,NO,Ring 1,East,Trade,20.1,VIOLATED,7/21/2020,AGL479XZ,12.60%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613002968,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68793088,0,7/22/2020 16:40,7/22/2020 16:40,7/23/2020 7:12,NO,Ring 1,East,Trade,20.1,VIOLATED,7/22/2020,AGL479XZ,60.56%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613002977,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68848823,0,7/24/2020 9:06,7/24/2020 9:06,7/24/2020 14:12,NO,Ring 1,East,Trade,20.1,VIOLATED,7/24/2020,AGL479XZ,21.31%
JOZA GLOBAL LOGISTIC LTD,ARIMAE CEMENT VENTURES,UYO DEPOT,33613002988,13 ENWANG STREET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68821454,0,7/27/2020 9:45,7/27/2020 9:45,7/27/2020 15:14,NO,Ring 1,East,Trade,20.1,VIOLATED,7/27/2020,AGL479XZ,22.89%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613003006,NAVAL CHECKPOINT,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68845963,0,7/28/2020 15:57,7/28/2020 15:57,7/28/2020 18:45,NO,Ring 1,East,Trade,20.1,VIOLATED,7/28/2020,AGL479XZ,11.67%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003038,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68848918,0,8/3/2020 16:00,8/3/2020 16:00,8/4/2020 7:55,NO,Ring 1,East,Trade,20.1,VIOLATED,8/3/2020,AGL479XZ,66.37%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003047,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68760737,0,8/4/2020 14:26,8/4/2020 14:26,8/4/2020 18:29,NO,Ring 1,East,Trade,20.1,VIOLATED,8/4/2020,AGL479XZ,16.92%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613003060,NAVAL CHECKPOINT,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68845976,0,8/6/2020 11:19,8/6/2020 11:19,8/6/2020 14:58,NO,Ring 1,East,Trade,20.1,VIOLATED,8/6/2020,AGL479XZ,15.25%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003069,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68760740,0,8/7/2020 10:51,8/7/2020 10:51,8/7/2020 14:20,NO,Ring 1,East,Trade,20.1,VIOLATED,8/7/2020,AGL479XZ,14.58%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613003090,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68958750,0,8/10/2020 8:12,8/10/2020 8:12,8/10/2020 11:33,NO,Ring 1,East,Trade,20.1,VIOLATED,8/10/2020,AGL479XZ,13.99%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003117,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68959154,0,8/11/2020 12:05,8/11/2020 12:05,8/11/2020 15:16,NO,Ring 1,East,Trade,20.1,VIOLATED,8/11/2020,AGL479XZ,13.32%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003139,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68959068,0,8/12/2020 15:25,8/12/2020 15:25,8/12/2020 17:08,NO,Ring 1,East,Trade,20.1,VIOLATED,8/12/2020,AGL479XZ,7.15%
JOZA GLOBAL LOGISTIC LTD,ARIMAE CEMENT VENTURES,UYO DEPOT,33613003169,13 ENWANG STREET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68996597,0,8/17/2020 10:28,8/17/2020 10:28,8/17/2020 15:55,NO,Ring 1,East,Trade,20.1,VIOLATED,8/17/2020,AGL479XZ,22.75%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003190,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68996130,0,8/18/2020 13:53,8/18/2020 13:53,8/19/2020 6:22,NO,Ring 1,East,Trade,20.1,VIOLATED,8/18/2020,AGL479XZ,68.70%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003201,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /A-L 42.5N - SUPASET-50KG BAG K2,68929408,0,8/19/2020 10:12,8/19/2020 10:12,8/19/2020 10:40,NO,Ring 1,East,Trade,20.1,VIOLATED,8/19/2020,AGL479XZ,1.97%
JOZA GLOBAL LOGISTIC LTD,ARIMAE CEMENT VENTURES,UYO DEPOT,33613003221,13 ENWANG STREET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69032591,0,8/20/2020 10:25,8/20/2020 10:25,8/20/2020 14:27,NO,Ring 1,East,Trade,20.1,VIOLATED,8/20/2020,AGL479XZ,16.81%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003237,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69038461,0,8/21/2020 11:29,8/21/2020 11:29,8/21/2020 15:10,NO,Ring 1,East,Trade,20.1,VIOLATED,8/21/2020,AGL479XZ,15.36%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003259,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69040895,0,8/24/2020 9:06,8/24/2020 9:06,8/25/2020 12:55,NO,Ring 1,East,Trade,20.1,NO VIOLATION,8/24/2020,AGL479XZ,115.90%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003281,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69040898,0,8/25/2020 9:15,8/25/2020 9:15,8/25/2020 12:55,NO,Ring 1,East,Trade,20.1,VIOLATED,8/25/2020,AGL479XZ,15.28%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003327,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69085697,0,8/27/2020 16:04,8/27/2020 16:04,8/27/2020 19:05,YES,Ring 1,East,Trade,20,NO VIOLATION,8/27/2020,AGL479XZ,12.63%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613003352,NAVAL CHECKPOINT,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,68787253,0,8/29/2020 14:02,8/29/2020 14:02,8/29/2020 16:40,NO,Ring 1,East,Trade,20.1,VIOLATED,8/29/2020,AGL479XZ,11.01%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003380,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69085694,0,9/1/2020 10:43,9/1/2020 10:43,9/1/2020 13:45,NO,Ring 1,East,Trade,20,VIOLATED,9/1/2020,AGL479XZ,12.67%
JOZA GLOBAL LOGISTIC LTD,ARIMAE CEMENT VENTURES,UYO DEPOT,33613003426,13 ENWANG STREET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69135410,0,9/4/2020 13:19,9/4/2020 13:19,9/4/2020 17:21,NO,Ring 1,East,Trade,20.1,VIOLATED,9/4/2020,AGL479XZ,16.84%
JOZA GLOBAL LOGISTIC LTD,K.E.O MERCHANDISING COMPANY,UYO DEPOT,33613003449,56 RCC ROAD EKET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69162000,0,9/7/2020 10:26,9/7/2020 10:26,9/7/2020 13:34,NO,Ring 1,East,Trade,20.1,VIOLATED,9/7/2020,AGL479XZ,13.12%
JOZA GLOBAL LOGISTIC LTD,TAMARK NIG. LTD,UYO DEPOT,33613003471,NAVAL CHECKPOINT,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69155105,0,9/8/2020 11:54,9/8/2020 11:54,9/8/2020 18:23,NO,Ring 1,East,Trade,20.1,VIOLATED,9/8/2020,AGL479XZ,27.05%
JOZA GLOBAL LOGISTIC LTD,ARIMAE CEMENT VENTURES,UYO DEPOT,33613003485,13 ENWANG STREET,AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69171019,0,9/9/2020 9:56,9/9/2020 9:56,9/9/2020 12:21,NO,Ring 1,East,Trade,20.1,VIOLATED,9/9/2020,AGL479XZ,10.10%
JOZA GLOBAL LOGISTIC LTD,UBOTEX NIG. LTD.,UYO DEPOT,33613003521,"ETE JUNCTION, IKOT ABASI",AGL479XZ,CEM II /B-L 32.5R - CLASSIC-50KG BAG K2,69178035,0,9/11/2020 10:58,9/11/2020 10:58,9/11/2020 13:32,NO,Ring 1,East,Trade,20.1,VIOLATED,9/11/2020,AGL479XZ,10.72%
